size,greedy,oracle,random_mean
134,0.7130434782608696,0.7652173913043478,0.27652173913043476
135,0.717391304347826,0.7695652173913043,0.2781739130434784
136,0.7217391304347827,0.7739130434782608,0.27913043478260874
137,0.7260869565217392,0.7782608695652173,0.2797391304347826
138,0.7304347826086957,0.782608695652174,0.28060869565217395
139,0.7347826086956522,0.7869565217391304,0.2817391304347826
140,0.7391304347826086,0.7913043478260869,0.2826086956521739
141,0.7434782608695653,0.7956521739130434,0.28391304347826085
142,0.7478260869565218,0.8,0.2854782608695652
143,0.7521739130434782,0.8043478260869565,0.28669565217391296
144,0.7565217391304347,0.808695652173913,0.2883478260869564
145,0.7608695652173914,0.8130434782608695,0.289391304347826
146,0.7652173913043478,0.8173913043478261,0.29130434782608683
147,0.7695652173913043,0.8217391304347826,0.29217391304347823
148,0.7739130434782608,0.8260869565217391,0.29313043478260864
149,0.7782608695652173,0.8304347826086956,0.2947826086956522
150,0.782608695652174,0.8347826086956521,0.29591304347826086
151,0.7869565217391304,0.8391304347826087,0.2972173913043478
152,0.7913043478260869,0.8434782608695652,0.29782608695652174
153,0.7956521739130434,0.8478260869565217,0.29930434782608695
154,0.8,0.8521739130434782,0.30026086956521736
155,0.8043478260869565,0.8565217391304348,0.3011304347826087
156,0.808695652173913,0.8608695652173913,0.3022608695652173
157,0.8130434782608695,0.8652173913043478,0.3033913043478261
158,0.8173913043478261,0.8695652173913043,0.30460869565217386
159,0.8217391304347826,0.8739130434782608,0.3057391304347825
160,0.8260869565217391,0.8782608695652174,0.3071304347826086
161,0.8304347826086956,0.8826086956521739,0.30843478260869567
162,0.8347826086956521,0.8869565217391304,0.3092173913043479
163,0.8391304347826087,0.8913043478260869,0.31052173913043485
164,0.8434782608695652,0.8956521739130435,0.3112173913043479
165,0.8478260869565217,0.9,0.3120869565217391
166,0.8521739130434782,0.9043478260869565,0.31286956521739134
167,0.8565217391304348,0.908695652173913,0.3148695652173913
168,0.8608695652173913,0.9130434782608695,0.31634782608695644
169,0.8652173913043478,0.9173913043478261,0.3181739130434782
170,0.8695652173913043,0.9217391304347826,0.3189565217391304
171,0.8739130434782608,0.9260869565217391,0.3199130434782609
172,0.8782608695652174,0.9304347826086956,0.32095652173913036
173,0.8826086956521739,0.9347826086956522,0.3226086956521739
174,0.8869565217391304,0.9391304347826087,0.3237391304347827
175,0.8913043478260869,0.9434782608695652,0.3257391304347827
176,0.8956521739130435,0.9478260869565217,0.32652173913043486
